Unnamed: 0;Url;ImageUrl;ProductId;Title;CategoryTree;ProductDescriptionEN;GlobalCategoryEN
8910;https://www.ikea.com/us/en/p/vallensved-door-mat-indoor-natural-00490522/;https://www.ikea.com/us/en/images/products/vallensved-door-mat-indoor-natural__0934086_pe792318_s5.jpg?f=s;490522;VALLENSVED Door mat, indoor;Rugs/Rugs/Door mats;The playful, relief-textured pattern is an eye-catcher for your entrance. Made from rugged coir to outlast years of comings and goings.;Rugs
5723;https://www.ikea.com/us/en/p/runnen-decking-outdoor-dark-gray-90238111/;https://www.ikea.com/us/en/images/products/runnen-decking-outdoor-dark-gray__0237434_pe376790_s5.jpg?f=s;90238111;RUNNEN Decking, outdoor;Outdoor/Outdoor flooring;You can upgrade your balcony or deck in an instant and also section off an area for lounging and for dining. It’s easy to install and clicks together. Choose one color or mix and match.;Outdoor
1254;https://www.ikea.com/us/en/p/aengskorn-mattress-protector-70462002/;https://www.ikea.com/us/en/images/products/aengskorn-mattress-protector__0789895_pe764189_s5.jpg?f=s;70462002;ÄNGSKORN Mattress protector;Beds & mattresses/Bedding/Mattress & pillow protectors;This easy-care mattress protector prevents stains on your mattress and adds a layer of soft comfort. It gives a perfectly smooth finish to your mattress and stays in place thanks to the elastic straps.;Beds & mattresses
7358;https://www.ikea.com/us/en/p/tornviken-plate-shelf-off-white-60391656/;https://www.ikea.com/us/en/images/products/tornviken-plate-shelf-off-white__0734317_pe739432_s5.jpg?f=s;60391656;TORNVIKEN Plate shelf;Kitchen & appliances/Kitchen wall organization & storage/Kitchen shelves;The TORNVIKEN series is ideal when you need more workspace, more storage ‒ more kitchen. Combine a kitchen island with shelves to create a rustic kitchen where you can cook together. Everyone can fit!;Kitchen & appliances
121;https://www.ikea.com/us/en/p/roerande-baby-blanket-crocodile-green-10462571/;https://www.ikea.com/us/en/images/products/roerande-baby-blanket-crocodile-green__0774201_pe756664_s5.jpg?f=s;10462571;RÖRANDE Baby blanket;Baby & kids/Baby/Baby textiles/Baby blankets & quilts;Snug blanket that feels soft against the skin. Knitted from sustainably grown cotton – a durable natural material free from harmful substances. Perfect for your baby when it’s time for a nap.;Baby & kids
4100;https://www.ikea.com/us/en/p/fredoen-hammock-beige-80468715/;https://www.ikea.com/us/en/images/products/fredoen-hammock-beige__0728179_pe736134_s5.jpg?f=s;80468715;FREDÖN Hammock;Furniture/Patio furniture/Outdoor chaises & hammocks;The hammock gently rocks you into a state of harmony and relaxation. Whether mounted between two trees or using GÅRÖ hammock stand you can hang loose until it’s time for your next chore.;Furniture
5139;https://www.ikea.com/us/en/p/bild-poster-lipstick-kiss-30495617/;https://www.ikea.com/us/en/images/products/bild-poster-lipstick-kiss__0932442_pe791457_s5.jpg?f=s;30495617;BILD Poster;Home Décor/Wall décor/Art posters;Motif created by Kelsey McNatt.;Home Décor
1806;https://www.ikea.com/us/en/p/vardagen-frying-pan-carbon-steel-60438017/;https://www.ikea.com/us/en/images/products/vardagen-frying-pan-carbon-steel__0923185_pe788328_s5.jpg?f=s;60438017;VARDAGEN Frying pan;Cookware & tableware/Cookware & kitchenware/Cooking pans/Frying pans & skillets;25-year Limited Warranty. Read about the terms in the Limited Warranty brochure.;Cookware & tableware
2242;https://www.ikea.com/us/en/p/ljudloes-tea-infuser-stainless-steel-80360239/;https://www.ikea.com/us/en/images/products/ljudloes-tea-infuser-stainless-steel__0713451_pe729531_s5.jpg?f=s;80360239;LJUDLÖS Tea infuser;Cookware & tableware/Coffee & tea/Tea pots & accessories;One of numerous tea infuser variations! Simply hang this one on the cup’s edge and let your favorite tea brew to preferred strength and taste – and you avoid stains on the table thanks to the container.;Cookware & tableware
1826;https://www.ikea.com/us/en/p/undersoeka-insulated-steel-flask-black-30497268/;https://www.ikea.com/us/en/images/products/undersoeka-insulated-steel-flask-black__0985610_pe816700_s5.jpg?f=s;30497268;UNDERSÖKA Insulated steel flask;Storage & organization/Storage containers/Food storage & organizing/Food containers;You can take this leak-proof travel mug everywhere and enjoy drinking without spills. Perfect for car trips, excursions or when you commute to work and want to bring your favorite hot or cold beverage.;Storage & organization
3648;https://www.ikea.com/us/en/p/bror-work-bench-black-pine-plywood-30333286/;https://www.ikea.com/us/en/images/products/bror-work-bench-black-pine-plywood__0605745_pe682229_s5.jpg?f=s;30333286;BROR Work bench;Storage & organization/Shelving units, bookcases & storage options/Storage shelves & units;Heavy-duty, our way – a sturdy storage system that withstands moisture, dirt and heavy loads. Also easy to assemble, complete as needed and fits everywhere thanks to its clean design.;Storage & organization
3458;https://www.ikea.com/us/en/p/strafly-chair-pad-black-70479210/;https://www.ikea.com/us/en/images/products/strafly-chair-pad-black__0878863_pe781739_s5.jpg?f=s;70479210;STRÅFLY Chair pad;Furniture/Chairs/Chair pads;Don’t let this slim chair pad fool you. It has an innovative filling that gives you surprising comfort and because it’s round and thin, it works perfectly with almost any type of seating.;Furniture
468;https://www.ikea.com/us/en/p/moejlighet-box-set-of-3-red-mosaic-patterned-10441809/;https://www.ikea.com/us/en/images/products/moejlighet-box-set-of-3-red-mosaic-patterned__0690429_pe723297_s5.jpg?f=s;10441809;MÖJLIGHET Box, set of 3;Baby & kids/Kids/Kids decoration & accessories;These 3 stable and durable recycled paper storage boxes help you keep track of small things that you usually have on the desk, bedside table or by the mirror.;Baby & kids
5120;https://www.ikea.com/us/en/p/gallboda-frame-silver-color-90471289/;https://www.ikea.com/us/en/images/products/gallboda-frame-silver-color__0976359_pe813147_s5.jpg?f=s;90471289;GALLBODA Frame;Home Décor/Wall décor/Picture & photo frames;Photos capture those special moments in life with the silver-coloured GALLBODA frame you do them justice. Hang it on a wall or put it on a shelf, as a standalone eye-catcher or with other pictures.;Home Décor
7662;https://www.ikea.com/us/en/p/storhaga-led-table-lamp-dimmable-outdoor-black-30432738/;https://www.ikea.com/us/en/images/products/storhaga-led-table-lamp-dimmable-outdoor-black__0763153_pe752459_s5.jpg?f=s;30432738;STORHAGA LED table lamp;Lighting/Lamps & light fixtures/Table lamps;A lamp reminiscent of kerosene lamps of the past. It is dimmable and very flexible – it can be used indoors and outdoors, and with cord or rechargeable batteries. Perfect for your balcony or patio.;Lighting
1585;https://www.ikea.com/us/en/p/sagalovisa-cushion-black-natural-60474722/;https://www.ikea.com/us/en/images/products/sagalovisa-cushion-black-natural__0832412_pe777669_s5.jpg?f=s;60474722;SAGALOVISA Cushion;Beds & mattresses/Bedding/Cushions & cushions covers/Cushions;The yarn-dyed herringbone pattern is both subtle and classic. SAGALOVISA cushion works well in the sofa, bed or armchair and the size is perfect for lower back support, adding extra comfort to your seat.;Beds & mattresses
7973;https://www.ikea.com/us/en/p/ryet-led-bulb-e26-800-lumen-globe-opal-60447984/;https://www.ikea.com/us/en/images/products/ryet-led-bulb-e26-800-lumen-globe-opal__0710223_pe727414_s5.jpg?f=s;60447984;RYET LED bulb E26 800 lumen;Lighting/LED Light bulbs;The LED light bulb consumes up to 85% less energy and lasts 10 times longer than incandescent bulbs.;Lighting
6945;https://www.ikea.com/us/en/p/lerhyttan-cover-panel-light-gray-10353237/;https://www.ikea.com/us/en/images/products/lerhyttan-cover-panel-light-gray__0635687_pe697310_s5.jpg?f=s;10353237;LERHYTTAN Cover panel;Kitchen & appliances/Kitchen systems/SEKTION kitchen/SEKTION kitchen cabinets;The solid wood frame with bevelled edges and inset veneer panel give LERHYTTAN kitchen fronts a classic, traditional look. The light grey finish creates a cozy kitchen with timeless feel.;Kitchen & appliances
10018;https://www.ikea.com/us/en/p/komplement-shoe-insert-for-pull-out-tray-light-gray-50446560/;https://www.ikea.com/us/en/images/products/komplement-shoe-insert-for-pull-out-tray-light-gray__0797572_pe766919_s5.jpg?f=s;50446560;KOMPLEMENT Shoe insert for pull-out tray;Storage & organization/Storage solution systems/PAX system/PAX Interior organizers;Take good care of your shoes and your wardrobe. This water resistant felt insert will protect them both whether you are storing your outdoor boots or fancy high heals.;Storage & organization
5697;https://www.ikea.com/us/en/p/elloven-padlock-gray-90492197/;https://www.ikea.com/us/en/images/products/elloven-padlock-gray__0944442_pe797260_s5.jpg?f=s;90492197;ELLOVEN Padlock;Storage & organization/Storage containers/Cable management & accessories;The cabinet can be locked with a standard padlock so that you can store your items securely.;Storage & organization
1895;https://www.ikea.com/us/en/p/berglubb-water-bottle-blue-70406214/;https://www.ikea.com/us/en/images/products/berglubb-water-bottle-blue__0659536_pe710778_s5.jpg?f=s;70406214;BERGLUBB Water bottle;Storage & organization/Storage containers/Food storage & organizing/Food containers;You don’t risk any spillage since the bottle is leakproof.;Storage & organization
1280;https://www.ikea.com/us/en/p/kungsblomma-duvet-cover-and-pillowcase-s-white-gray-40423069/;https://www.ikea.com/us/en/images/products/kungsblomma-duvet-cover-and-pillowcase-s-white-gray__0720528_pe732614_s5.jpg?f=s;40423069;KUNGSBLOMMA Duvet cover and pillowcase(s);Beds & mattresses/Bedding/Bedlinen/Duvet cover sets;Cool, crisp and soft against your skin. Woven from the finest yarn made of cotton and lyocell. The extra high thread count means the duvet cover will last for many sweet dreams.;Beds & mattresses
591;https://www.ikea.com/us/en/p/fritids-drawer-front-light-pink-70386881/;https://www.ikea.com/us/en/images/products/fritids-drawer-front-light-pink__0611417_pe687648_s5.jpg?f=s;70386881;FRITIDS Drawer front;Furniture/Kids furniture/Toy storage;Choose doors, drawers and boxes to protect your things and make the storage more decorative.;Furniture
4104;https://www.ikea.com/us/en/p/laeckoe-armchair-outdoor-gray-40160478/;https://www.ikea.com/us/en/images/products/laeckoe-armchair-outdoor-gray__0728347_pe736192_s5.jpg?f=s;40160478;LÄCKÖ Armchair, outdoor;Furniture/Patio furniture/Outdoor chairs/Outdoor dining chairs;LÄCKÖ series is inspired by traditional wrought-iron furniture bringing a romantic touch to your outdoor space. All pieces are maintenance-free so you have more time for daydreaming in your garden.;Furniture
4876;https://www.ikea.com/us/en/p/betyga-decorative-bowl-black-10501370/;https://www.ikea.com/us/en/images/products/betyga-decorative-bowl-black__0978427_pe814124_s5.jpg?f=s;10501370;BETYGA Decorative bowl;Home Décor/Vases & bowls/Bowls & dishes;Nice as a table decoration, for example.;Home Décor
5036;https://www.ikea.com/us/en/p/sinnlig-scented-candle-in-glass-cherries-bright-pink-00482560/;https://www.ikea.com/us/en/images/products/sinnlig-scented-candle-in-glass-cherries-bright-pink__0948744_pe799251_s5.jpg?f=s;482560;SINNLIG Scented candle in glass;Home Décor/Candle holders & candles/Scented candles;The glow and scent from SINNLIG add atmosphere to any moment – and when the candle has burnt itself out, you can use the cup for tealights.;Home Décor
587;https://www.ikea.com/us/en/p/aengarna-led-table-lamp-panda-pattern-50356743/;https://www.ikea.com/us/en/images/products/aengarna-led-table-lamp-panda-pattern__0628706_pe693956_s5.jpg?f=s;50356743;ÄNGARNA LED table lamp;Lighting/Lamps & light fixtures/Kids lighting;This lamp is a perfect friend. Let your child fall asleep and wake up with the panda – while never being afraid of the dark. Tested to some of the strictest safety standards in the world.;Lighting
7830;https://www.ikea.com/us/en/p/maglehult-led-cabinet-picture-light-black-30464890/;https://www.ikea.com/us/en/images/products/maglehult-led-cabinet-picture-light-black__0377214_pe554303_s5.jpg?f=s;30464890;MAGLEHULT LED cabinet;Lighting/Lamps & light fixtures/Wall lamps/Wall spotlights;Suitable for use in confined spaces, such as cabinets, bookshelves and closets, as the LED light source emits low heat.;Lighting
3076;https://www.ikea.com/us/en/p/skarsta-tabletop-white-70458566/;https://www.ikea.com/us/en/images/products/skarsta-tabletop-white__0341451_pe529541_s5.jpg?f=s;70458566;SKARSTA Tabletop;Furniture/Tables & desks/Desks & computer desks/Desks for home;10-year Warranty. Read about the terms in the warranty brochure.;Furniture
6983;https://www.ikea.com/us/en/p/utrusta-hinge-w-b-in-damper-for-kitchen-10427262/;https://www.ikea.com/us/en/images/products/utrusta-hinge-w-b-in-damper-for-kitchen__0657689_pe709906_s5.jpg?f=s;10427262;UTRUSTA Hinge w b-in damper for kitchen;Kitchen & appliances/Kitchen systems/SEKTION kitchen/SEKTION kitchen cabinets;How do you want your kitchen to look and work? In order to get the right work flow and to use the space efficiently, the hinges are important details. Whatever solutions you want, IKEA has hinges that fit.;Kitchen & appliances
6954;https://www.ikea.com/us/en/p/capita-leg-stainless-steel-60263574/;https://www.ikea.com/us/en/images/products/capita-leg-stainless-steel__0625785_pe692460_s5.jpg?f=s;60263574;CAPITA Leg;Kitchen & appliances/Kitchen systems/SEKTION kitchen/SEKTION kitchen cabinets;Don’t forget what goes underneath your kitchen cabinets. If you prefer visible legs and an airy expression, you can create this look with these legs. One more thing – the legs make the cabinets stable too.;Kitchen & appliances
1145;https://www.ikea.com/us/en/p/idanaes-upholstered-bed-frame-gunnared-pale-pink-50484694/;https://www.ikea.com/us/en/images/products/idanaes-upholstered-bed-frame-gunnared-pale-pink__0953725_pe802885_s5.jpg?f=s;50484694;IDANÄS Upholstered bed frame;Furniture/Beds/Full, Queen and King size platform beds;The sloping headboard and soft upholstery make IDANÄS upholstered bed frame extra comfortable. Wake up with coffee and a morning paper! Classic button detailing and turned wooden legs are timeless.;Furniture
3063;https://www.ikea.com/us/en/p/laneberg-extendable-table-white-60416138/;https://www.ikea.com/us/en/images/products/laneberg-extendable-table-white__0722925_pe733775_s5.jpg?f=s;60416138;LANEBERG Extendable table;Furniture/Tables & desks/Dining tables/Up to 6 seats;The simple design of this dining table will blend seamlessly into your dining area. And the smooth and simple extension lets you extend your dinner invitation without worrying about fitting everyone in.;Furniture
7348;https://www.ikea.com/us/en/p/kungsfors-magnetic-knife-rack-stainless-steel-40334921/;https://www.ikea.com/us/en/images/products/kungsfors-magnetic-knife-rack-stainless-steel__0712554_pe728910_s5.jpg?f=s;40334921;KUNGSFORS Magnetic knife rack;Kitchen & appliances/Kitchen wall organization & storage/Wall organizers;Inspired by professionals, but adapted for you. Just like in a restaurant kitchen, we’ve focused on durable materials and smart wall storage that provides the space needed for all creative home cooks.;Kitchen & appliances
4354;https://www.ikea.com/us/en/p/cashewaepple-hanging-planter-indoor-outdoor-white-80468353/;https://www.ikea.com/us/en/images/products/cashewaepple-hanging-planter-indoor-outdoor-white__0919726_pe789465_s5.jpg?f=s;80468353;CASHEWÄPPLE Hanging planter;Home Décor/Flower pots & stands/Indoor plant pots;Give your plants a place to be enjoyed in their full glory. With CASHEWÄPPLE hang planter you can maximize the number of plants in a small space while creating an eye-catching display of lush greenery.;Home Décor
1777;https://www.ikea.com/us/en/p/klockren-double-boiler-insert-00455774/;https://www.ikea.com/us/en/images/products/klockren-double-boiler-insert__0791034_pe764489_s5.jpg?f=s;455774;KLOCKREN Double boiler insert;Cookware & tableware/Cookware & kitchenware/Cooking accessories;Sometimes food needs extra care - that´s when this double-boiler insert is a great help. Place it on a pot with boiling water and slowly cook a delicious béarnaise sauce or melt chocolate for the dessert.;Cookware & tableware
2538;https://www.ikea.com/us/en/p/beloening-milk-chocolate-bar-lingonberries-utz-certified-60424647/;https://www.ikea.com/us/en/images/products/beloening-milk-chocolate-bar-lingonberries-utz-certified__0661355_pe711441_s5.jpg?f=s;60424647;BELÖNING Milk chocolate bar;IKEA food & restaurant/Snacks & sweets;Give in to temptation with this creamy milk chocolate blended with lingonberry pieces as a celebration of our Swedish heritage.;IKEA food & restaurant
2290;https://www.ikea.com/us/en/p/ikea-365-serving-plate-white-30278398/;https://www.ikea.com/us/en/images/products/ikea-365-serving-plate-white__0710564_pe727632_s5.jpg?f=s;30278398;IKEA 365+ Serving plate;Cookware & tableware/Serveware/Serving dishes;IKEA 365+ series has everything for the table – enjoyed for its everyday simplicity or spiced up with colors and accessories. Made from Feldspar porcelain, so it will retain its beauty year after year.;Cookware & tableware
4333;https://www.ikea.com/us/en/p/vallmofroen-plant-pot-seagrass-80473731/;https://www.ikea.com/us/en/images/products/vallmofroen-plant-pot-seagrass__0817577_pe774253_s5.jpg?f=s;80473731;VALLMOFRÖN Plant pot;Home Décor/Flower pots & stands/Indoor plant pots;This pot is made by skilled craftspeople in a small village in Vietnam. We’ve chosen to use seagrass since it’s a sustainable material with a beautiful natural fiber expression.;Home Décor
2719;https://www.ikea.com/us/en/p/vinliden-leg-birch-90506142/;https://www.ikea.com/us/en/images/products/vinliden-leg-birch__0992133_pe819823_s5.jpg?f=s;90506142;VINLIDEN Leg;Furniture/Sofas & sectionals/Sofa accessories;The curved and steady legs are made of solid birch.;Furniture
8918;https://www.ikea.com/us/en/p/skamstrup-rug-low-pile-patterned-multicolor-80494960/;https://www.ikea.com/us/en/images/products/skamstrup-rug-low-pile-patterned-multicolor__0941580_pe795558_s5.jpg?f=s;80494960;SKAMSTRUP Rug, low pile;Rugs/Rugs/Large & medium rugs;These wool and nylon rugs have the same feel and vibrant pattern as antique Kazak rugs. They transform your room into a scene from ”One Thousand and One Nights” in a flash and withstand many years of wear.;Rugs
6906;https://www.ikea.com/us/en/p/knoxhult-base-corner-cabinet-white-70372271/;https://www.ikea.com/us/en/images/products/knoxhult-base-corner-cabinet-white__0630761_pe694883_s5.jpg?f=s;70372271;KNOXHULT Base corner cabinet;Kitchen & appliances/Kitchen systems/KNOXHULT modular kitchen/KNOXHULT all parts;KNOXHULT modular kitchen makes it easier to plan, design and survive the kitchen jungle. Combine the modules, add knobs or handles, and finish with functions like organizers, waste management and lighting.;Kitchen & appliances
2384;https://www.ikea.com/us/en/p/ordning-utensil-holder-stainless-steel-30011832/;https://www.ikea.com/us/en/images/products/ordning-utensil-holder-stainless-steel__0815884_pe773081_s5.jpg?f=s;30011832;ORDNING Utensil holder;Cookware & tableware/Dishwashing accessories/Dish drainers & drying racks;Also suitable for storing and keeping your favorite cooking utensils accessible on the countertop. ;Cookware & tableware
464;https://www.ikea.com/us/en/p/mala-fluorescent-glitter-paint-mixed-colors-70266299/;https://www.ikea.com/us/en/images/products/mala-fluorescent-glitter-paint-mixed-colors__0712622_pe728936_s5.jpg?f=s;70266299;MÅLA Fluorescent;Baby & kids/Kids/Toys & play/Arts & crafts;The MÅLA series has everything your child needs when creativity kicks in. Paint! Cut! Draw! It’s all about having fun and letting your child explore the world through their own imagination – there’s no limit!;Baby & kids
272;https://www.ikea.com/us/en/p/duktig-7-piece-toy-baking-set-40452113/;https://www.ikea.com/us/en/images/products/duktig-7-piece-toy-baking-set__0086280_pe214920_s5.jpg?f=s;40452113;DUKTIG 7-piece toy baking set;Baby & kids/Kids/Toys & play/Role play;Play is more fun when things look real. These kitchen accessories will make your child feel like a master chef.;Baby & kids
668;https://www.ikea.com/us/en/p/aengsklocka-shower-curtain-white-blue-80496756/;https://www.ikea.com/us/en/images/products/aengsklocka-shower-curtain-white-blue__0963724_pe808694_s5.jpg?f=s;80496756;ÄNGSKLOCKA Shower curtain;Bathroom/Bathroom textiles/Shower curtains;The beautiful medallion tile pattern triggers the desire to give your bathroom a quick and easy makeover. The classic blue and white colors are easy to match with other bathroom textiles.;Bathroom
1386;https://www.ikea.com/us/en/p/vallkrassing-throw-gray-turquoise-60486174/;https://www.ikea.com/us/en/images/products/vallkrassing-throw-gray-turquoise__0920515_pe787080_s5.jpg?f=s;60486174;VALLKRASSING Throw;Beds & mattresses/Bedding/Blankets & throws;When you want a laid-back vibe, sweep VALLKRASSING throw over your sofa or bed. The super-soft cotton, double weave creates a crinkled effect that goes perfectly with the raw edges.;Beds & mattresses
7962;https://www.ikea.com/us/en/p/halkip-wall-lamp-with-swing-arm-gray-40420594/;https://www.ikea.com/us/en/images/products/halkip-wall-lamp-with-swing-arm-gray__0665744_pe713184_s5.jpg?f=s;40420594;HALKIP Wall lamp with swing arm;Lighting/Lamps & light fixtures/Wall lamps/Wall lamps;You can easily direct the light where you want it because the lamp arms are adjustable.;Lighting
1581;https://www.ikea.com/us/en/p/rumsmalva-ergonomic-pillow-side-back-sleeper-90446761/;https://www.ikea.com/us/en/images/products/rumsmalva-ergonomic-pillow-side-back-sleeper__0792315_pe764703_s5.jpg?f=s;90446761;RUMSMALVA Ergonomic pillow, side;Beds & mattresses/Bedding/Pillows/Memory foam & foam pillows;This ergonomic pillow provides cradling comfort and lasting resilience thanks to the shredded memory foam inside. A flexible companion that accommodates most sleeping styles.;Beds & mattresses
5799;https://www.ikea.com/us/en/p/doppa-bathtub-mat-light-gray-60303363/;https://www.ikea.com/us/en/images/products/doppa-bathtub-mat-light-gray__0372006_pe553646_s5.jpg?f=s;60303363;DOPPA Bathtub mat;Home improvement/Home safety/Home safety;Suction cups keep the mat safely in place in your bathtub or shower.;Home improvement
2670;https://www.ikea.com/us/en/p/gamlehult-ottoman-with-storage-rattan-anthracite-10434309/;https://www.ikea.com/us/en/images/products/gamlehult-ottoman-with-storage-rattan-anthracite__0672903_pe716940_s5.jpg?f=s;10434309;GAMLEHULT Ottoman with storage;Furniture/Tables & desks/Accent tables/Coffee tables;Made of hand-woven rattan, a living material that makes each ottoman unique. You can also use it as extra seating or hidden storage under the seat. A great way to invite nature into your home.;Furniture
4455;https://www.ikea.com/us/en/p/beskaeftig-wreath-natural-50506040/;https://www.ikea.com/us/en/images/products/beskaeftig-wreath-natural__1018257_pe831141_s5.jpg?f=s;50506040;BESKÄFTIG Wreath;Home Décor/Plants & flowers/Dried plants & potpourri;With this ring as a base, you can easily make a wreath with seasonal flowers and leaves – nice to hang on a wall or door.;Home Décor
3841;https://www.ikea.com/us/en/p/besta-glass-shelf-glass-00295530/;https://www.ikea.com/us/en/images/products/besta-glass-shelf-glass__0640687_pe699987_s5.jpg?f=s;295530;BESTÅ Glass shelf;Storage & organization/Storage solution systems/BESTÅ storage system/BESTÅ all parts & accessories;Make your things float in the air. Well, almost. With tempered glass shelves you get a storage solution that’s both airy and organized at the same time.;Storage & organization
8776;https://www.ikea.com/us/en/p/lurvig-cushion-pink-triangle-10463274/;https://www.ikea.com/us/en/images/products/lurvig-cushion-pink-triangle__0758059_pe749507_s5.jpg?f=s;10463274;LURVIG Cushion;Pet accessories/Cats;The fabric is water-resistant and hair or fur won’t stick to it.;Pet accessories
4940;https://www.ikea.com/us/en/p/markniva-decoration-banana-brass-color-10473659/;https://www.ikea.com/us/en/images/products/markniva-decoration-banana-brass-color__0801641_pe768254_s5.jpg?f=s;10473659;MARKNIVÅ Decoration;Home Décor/Decorative accessories;Nice as a table decoration, for example.;Home Décor
10657;https://www.ikea.com/us/en/p/radarbulle-shopping-bag-with-wheels-black-10498693/;https://www.ikea.com/us/en/images/products/radarbulle-shopping-bag-with-wheels-black__0976029_pe812954_s5.jpg?f=s;10498693;RADARBULLE Shopping bag with wheels;Storage & organization/Bags/Shopping bags & tote bags;The bag for those who like to be on the go. Perfect for taking to the store or on an outing, over and over again. Also, the fabric is made of recycled polyester – yet another benefit for our environment.;Storage & organization
1439;https://www.ikea.com/us/en/p/axfryle-body-pillow-white-80442396/;https://www.ikea.com/us/en/images/products/axfryle-body-pillow-white__0748332_pe744928_s5.jpg?f=s;80442396;AXFRYLE Body pillow;Beds & mattresses/Bedding/Pillows/Polyester pillows;This long body pillow helps reduce pressure and discomfort when sleeping on your side, especially if you’re pregnant. It also provides nice support for reading, breastfeeding or cuddling with your baby.;Beds & mattresses
2370;https://www.ikea.com/us/en/p/grundvattnet-rinsing-tub-gray-80314285/;https://www.ikea.com/us/en/images/products/grundvattnet-rinsing-tub-gray__0754769_pe748082_s5.jpg?f=s;80314285;GRUNDVATTNET Rinsing tub;Cookware & tableware/Dishwashing accessories/Sink accessories;You can save water by doing your dishes in this bowl instead of under running water. GRUNDVATTNET accessories support all activities in and around the sink, helping to save time, water and space.;Cookware & tableware
7429;https://www.ikea.com/us/en/p/torkis-flexible-laundry-basket-in-outdoor-black-70497308/;https://www.ikea.com/us/en/images/products/torkis-flexible-laundry-basket-in-outdoor-black__0952071_pe802281_s5.jpg?f=s;70497308;TORKIS Flexible laundry basket, in;Laundry & cleaning/Laundry baskets/TORKIS Flexible laundry basket, in;TORKIS flexi laundry basket can be used both indoors and outdoors. Made of durable plastic and has 2 sturdy handles – perfect to use when hanging laundry or moving things around your home.;Laundry & cleaning
7472;https://www.ikea.com/us/en/p/kallgrin-pedal-bin-stainless-steel-30421160/;https://www.ikea.com/us/en/images/products/kallgrin-pedal-bin-stainless-steel__0651353_pe706840_s5.jpg?f=s;30421160;KALLGRIN Pedal bin;Storage & organization/Storage containers/Bins & bags/Trash cans & pedal bins;The bin is easy to move since it has a handle on the back.;Storage & organization
9576;https://www.ikea.com/us/en/p/baestis-hook-black-40448437/;https://www.ikea.com/us/en/images/products/baestis-hook-black__0740123_pe741948_s5.jpg?f=s;40448437;BÄSTIS Hook;Storage & organization/Wall shelves & hooks/Hooks;Made from soft rubber, no sharp edges to bump against.;Storage & organization
7931;https://www.ikea.com/us/en/p/nymane-work-wall-lamp-white-10495680/;https://www.ikea.com/us/en/images/products/nymane-work-wall-lamp-white__0588466_pe673072_s5.jpg?f=s;10495680;NYMÅNE Work;Lighting/Lamps & light fixtures/Desk lamps/NYMÅNE Work;Timeless design that’s spot-on. NYMÅNE lamps have attitude but blend right in with most styles and expressions. Combine different lamps from the series for a unified look in your home.;Lighting
1733;https://www.ikea.com/us/en/p/annons-pot-with-lid-glass-stainless-steel-80298474/;https://www.ikea.com/us/en/images/products/annons-pot-with-lid-glass-stainless-steel__0714768_pe730240_s5.jpg?f=s;80298474;ANNONS Pot with lid;Cookware & tableware/Cookware & kitchenware/Pots & pans/Cooking & stock pots;The glass lid allows you to monitor the contents of the pot during the cooking process. ;Cookware & tableware
4075;https://www.ikea.com/us/en/p/solleroen-armrest-outdoor-dark-gray-60424586/;https://www.ikea.com/us/en/images/products/solleroen-armrest-outdoor-dark-gray__0663592_pe712449_s5.jpg?f=s;60424586;SOLLERÖN Armrest, outdoor;Furniture/Patio furniture/Outdoor sofa sections;The materials in this outdoor furniture require no maintenance.;Furniture
685;https://www.ikea.com/us/en/p/hornen-shower-curtain-tension-rod-70314889/;https://www.ikea.com/us/en/images/products/hornen-shower-curtain-tension-rod__0601991_pe680082_s5.jpg?f=s;70314889;HORNEN Shower curtain tension rod;Bathroom/Bathroom textiles/Shower curtains;The spring mechanism makes the shower curtain rod easy to install without screws or drilling.;Bathroom
1511;https://www.ikea.com/us/en/p/sarakajsa-cushion-pink-red-stripe-90472806/;https://www.ikea.com/us/en/images/products/sarakajsa-cushion-pink-red-stripe__0810728_pe771391_s5.jpg?f=s;90472806;SARAKAJSA Cushion;Beds & mattresses/Bedding/Cushions & cushions covers/Cushions;The red and pink stripes on SARAKAJSA cushion cover bring a bold, personal touch to your living space. An easy change with a lot of expression in soft cotton, filled with recycled polyester.;Beds & mattresses
5826;https://www.ikea.com/us/en/p/roedloenn-curtains-1-pair-white-flower-80487950/;https://www.ikea.com/us/en/images/products/roedloenn-curtains-1-pair-white-flower__0901708_pe782733_s5.jpg?f=s;80487950;RÖDLÖNN Curtains, 1 pair;Home Textiles/Window treatments/Curtains & drapes/Light filtering curtains;A traditional kimono pattern was the source of inspiration for the cherry-blossom details on RÖDLÖNN curtains. The simple design coordinates easily with other floral-patterned or solid-colored textiles.;Home Textiles
7588;https://www.ikea.com/us/en/p/knixhult-table-lamp-with-led-bulb-bamboo-20358526/;https://www.ikea.com/us/en/images/products/knixhult-table-lamp-with-led-bulb-bamboo__0635430_pe697196_s5.jpg?f=s;20358526;KNIXHULT Table lamp with LED bulb;Lighting/Lamps & light fixtures/Table lamps;The idea with KNIXHULT was to make a lamp with a minimal environmental footprint. By letting bamboo, that otherwise would be discarded, enhance the lamp’s expression, we harness the plant more than twice as much.;Lighting
